"workflow_id","display_name","diagnosis_label","specialty_id","age_min_months","age_max_years","sex","excluded_from_limited_testing"
"gp-family-history-risk-review","Family history risk review","Family history risk review","General Medicine / GP","","","","false"
"gp-fever-follow-up","Fever follow-up","Fever follow-up","General Medicine / GP","","","","false"
"gp-financial-stress-health-impact","Financial stress health impact","Financial stress health impact","General Medicine / GP","","","","false"
"gp-fitness-to-work-review","Fitness-to-work review","Fitness-to-work review","General Medicine / GP","","","","false"
"gp-foot-numbness","Foot numbness","Foot numbness","General Medicine / GP","","","","false"
"gp-general-weakness","General weakness","General weakness","General Medicine / GP","","","","false"
"gp-general-wellness-review","General wellness review","General wellness review","General Medicine / GP","","","","false"
"gp-halitosis","Halitosis","Halitosis","General Medicine / GP","","","","false"
"gp-headache-follow-up-in-gp","Headache follow-up in GP","Headache follow-up in GP","General Medicine / GP","","","","false"
"gp-health-anxiety-documentation","Health anxiety documentation","Health anxiety documentation","General Medicine / GP","","","","false"
"gp-heat-intolerance","Heat intolerance","Heat intolerance","General Medicine / GP","","","","false"
"gp-hemorrhoid-symptoms","Hemorrhoid symptoms","Hemorrhoid symptoms","General Medicine / GP","","","","false"
"gp-home-blood-pressure-log-review","Home blood pressure log review","Home blood pressure log review","General Medicine / GP","","","","false"
"gp-home-glucose-log-review","Home glucose log review","Home glucose log review","General Medicine / GP","","","","false"
"gp-immunization-counseling","Immunization counseling","Immunization counseling","General Medicine / GP","","","","false"
"gp-insurance-medical-report","Insurance medical report","Insurance medical report","General Medicine / GP","","","","false"
"gp-iron-deficiency-follow-up","Iron deficiency follow-up","Iron deficiency follow-up","General Medicine / GP","","","","false"
"gp-laboratory-trend-review","Laboratory trend review","Laboratory trend review","General Medicine / GP","","","","false"
"gp-leg-swelling","Leg swelling","Leg swelling","General Medicine / GP","","","","false"
"gp-lifestyle-goal-review","Lifestyle goal review","Lifestyle goal review","General Medicine / GP","","","","false"
"gp-lightheadedness","Lightheadedness","Lightheadedness","General Medicine / GP","","","","false"
"gp-long-covid-symptom-review","Long COVID symptom review","Long COVID symptom review","General Medicine / GP","","","","false"
"gp-lymph-node-follow-up","Lymph node follow-up","Lymph node follow-up","General Medicine / GP","","","","false"
"gp-medical-fitness-certificate","Medical fitness certificate","Medical fitness certificate","General Medicine / GP","","","","false"
"gp-medication-adherence-review","Medication adherence review","Medication adherence review","General Medicine / GP","","","","false"
"gp-medication-allergy-clarification","Medication allergy clarification","Medication allergy clarification","General Medicine / GP","","","","false"
"gp-medication-reconciliation-after-discharge","Medication reconciliation after discharge","Medication reconciliation after discharge","General Medicine / GP","","","","false"
"gp-medication-refill-documentation","Medication refill documentation","Medication refill documentation","General Medicine / GP","","","","false"
"gp-medication-side-effect-review","Medication side-effect review","Medication side-effect review","General Medicine / GP","","","","false"
"gp-microscopic-hematuria-review","Microscopic hematuria review","Microscopic hematuria review","General Medicine / GP","","","","false"
"gp-minor-burn-review","Minor burn review","Minor burn review","General Medicine / GP","","","","false"
"gp-minor-head-bump-follow-up","Minor head bump follow-up","Minor head bump follow-up","General Medicine / GP","","","","false"
"gp-minor-wound-review","Minor wound review","Minor wound review","General Medicine / GP","","","","false"
"gp-motion-sickness","Motion sickness","Motion sickness","General Medicine / GP","","","","false"
"gp-mouth-dryness","Mouth dryness","Mouth dryness","General Medicine / GP","","","","false"
"gp-mouth-ulcer","Mouth ulcer","Mouth ulcer","General Medicine / GP","","","","false"
"gp-nail-discoloration","Nail discoloration","Nail discoloration","General Medicine / GP","","","","false"
"gp-nausea-follow-up-in-gp","Nausea follow-up in GP","Nausea follow-up in GP","General Medicine / GP","","","","false"
"gp-neck-lump","Neck lump","Neck lump","General Medicine / GP","","","","false"
"gp-new-patient-registration-review","New patient registration review","New patient registration review","General Medicine / GP","","","","false"
"gp-night-sweats","Night sweats","Night sweats","General Medicine / GP","","","","false"
"gp-non-specific-body-aches","Non-specific body aches","Non-specific body aches","General Medicine / GP","","","","false"
"gp-occupational-health-form","Occupational health form","Occupational health form","General Medicine / GP","","","","false"
"gp-occupational-stress","Occupational stress","Occupational stress","General Medicine / GP","","","","false"
"gp-oral-thrush","Oral thrush","Oral thrush","General Medicine / GP","","","","false"
"gp-palpitations-in-gp-review","Palpitations in GP review","Palpitations in GP review","General Medicine / GP","","","","false"
"gp-polypharmacy-concern","Polypharmacy concern","Polypharmacy concern","General Medicine / GP","","","","false"
"gp-post-hospital-discharge-gp-review","Post-hospital discharge GP review","Post-hospital discharge GP review","General Medicine / GP","","","","false"
"gp-post-viral-fatigue","Post-viral fatigue","Post-viral fatigue","General Medicine / GP","","","","false"
"gp-pre-employment-medical-documentation","Pre-employment medical documentation","Pre-employment medical documentation","General Medicine / GP","","","","false"
"gp-pre-travel-consultation","Pre-travel consultation","Pre-travel consultation","General Medicine / GP","","","","false"
"gp-prediabetes-review","Prediabetes review","Prediabetes review","General Medicine / GP","","","","false"
"gp-proteinuria-result-discussion","Proteinuria result discussion","Proteinuria result discussion","General Medicine / GP","","","","false"
"gp-rectal-pain","Rectal pain","Rectal pain","General Medicine / GP","","","","false"
"gp-recurrent-infections","Recurrent infections","Recurrent infections","General Medicine / GP","","","","false"
"gp-reduced-exercise-tolerance","Reduced exercise tolerance","Reduced exercise tolerance","General Medicine / GP","","","","false"
"gp-repeat-prescription-safety-review","Repeat prescription safety review","Repeat prescription safety review","General Medicine / GP","","","","false"
"gp-restless-legs-symptoms","Restless legs symptoms","Restless legs symptoms","General Medicine / GP","","","","false"
"gp-return-to-sport-note","Return-to-sport note","Return-to-sport note","General Medicine / GP","","","","false"
"gp-routine-blood-test-discussion","Routine blood test discussion","Routine blood test discussion","General Medicine / GP","","","","false"
"gp-routine-follow-up-with-no-new-complaint","Routine follow-up with no new complaint","Routine follow-up with no new complaint","General Medicine / GP","","","","false"
"gp-routine-urine-test-review","Routine urine test review","Routine urine test review","General Medicine / GP","","","","false"
"gp-school-medical-form","School medical form","School medical form","General Medicine / GP","","","","false"
"gp-school-or-work-absence-note","School or work absence note","School or work absence note","General Medicine / GP","","","","false"
"gp-sick-leave-extension-review","Sick leave extension review","Sick leave extension review","General Medicine / GP","","","","false"
"gp-side-effect-follow-up","Side effect follow-up","Side effect follow-up","General Medicine / GP","","","","false"
"gp-sleep-pattern-review","Sleep pattern review","Sleep pattern review","General Medicine / GP","","","","false"
"gp-smoking-status-review","Smoking status review","Smoking status review","General Medicine / GP","","","","false"
"gp-snoring-complaint","Snoring complaint","Snoring complaint","General Medicine / GP","","","","false"
"gp-social-support-review","Social support review","Social support review","General Medicine / GP","","","","false"
"gp-suture-removal-documentation","Suture removal documentation","Suture removal documentation","General Medicine / GP","","","","false"
"gp-taste-or-smell-change","Taste or smell change","Taste or smell change","General Medicine / GP","","","","false"
"gp-thyroid-result-review","Thyroid result review","Thyroid result review","General Medicine / GP","","","","false"
"gp-travel-illness-return-review","Travel illness return review","Travel illness return review","General Medicine / GP","","","","false"
"gp-travel-insurance-form","Travel insurance form","Travel insurance form","General Medicine / GP","","","","false"
"gp-travel-vaccine-record-review","Travel vaccine record review","Travel vaccine record review","General Medicine / GP","","","","false"
"gp-unintentional-weight-loss","Unintentional weight loss","Unintentional weight loss","General Medicine / GP","","","","false"
"gp-vaccination-status-review","Vaccination status review","Vaccination status review","General Medicine / GP","","","","false"
"gp-varicose-vein-symptoms","Varicose vein symptoms","Varicose vein symptoms","General Medicine / GP","","","","false"
"gp-viral-illness-follow-up","Viral illness follow-up","Viral illness follow-up","General Medicine / GP","","","","false"
"gp-vitamin-d-deficiency-review","Vitamin D deficiency review","Vitamin D deficiency review","General Medicine / GP","","","","false"
"gp-weight-change-concern","Weight change concern","Weight change concern","General Medicine / GP","","","","false"
"gp-workplace-exposure-concern","Workplace exposure concern","Workplace exposure concern","General Medicine / GP","","","","false"
"gyn-abnormal-uterine-bleeding","Abnormal uterine bleeding","Abnormal uterine bleeding","Women�s Health / OB-GYN outpatient","","","","false"
"gyn-adolescent-menstrual-concern","Adolescent menstrual concern","Adolescent menstrual concern","Women�s Health / OB-GYN outpatient","","","","false"
